cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0149,.005725,,259,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005775,.005525,,258,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001675,.001875,,257,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00215,.001575,,256,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002475,.00425,,255,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0025,.005375,,254,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004125,.004325,,253,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003075,.0035,,252,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002375,.000875,,251,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002425,.001375,,250,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00025,0,,25,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006775,.002775,,249,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.011675,.0053,,248,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005,.0023,,247,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00235,.001875,,246,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0039,.00255,,245,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006275,.0054,,244,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004,.003125,,243,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001875,.004325,,242,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005625,.0011,,241,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006175,.001325,,240,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,0,,24,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0024,.002275,,239,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001875,.004425,,238,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002475,.002425,,237,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001975,.0026,,236,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00235,.0011,,235,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004125,.0021,,234,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00435,.002025,,233,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00365,.0032,,232,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003525,.001025,,231,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0067,.00135,,230,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000275,0,,23,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006175,.00225,,229,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0021,.003825,,228,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002075,.0025,,227,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004075,.00475,,226,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006375,.00135,,225,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004375,.000875,,224,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004775,.0017,,223,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0026,.005825,,222,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001825,.00135,,221,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0067,.00235,,220,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00025,0,,22,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0144,.00185,,219,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00485,.002175,,218,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00235,.002375,,217,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00335,.0031,,216,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005375,.0013,,215,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005275,.000925,,214,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003775,.003675,,213,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003,.0042,,212,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002475,.00165,,211,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00235,.0036,,210,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,0,,21,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0029,.001675,,209,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00485,.0014,,208,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002025,.00205,,207,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0019,.0013,,206,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004275,.001825,,205,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.007025,.0012,,204,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006,.004575,,203,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0035,.0007,,202,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0072,.00385,,201,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006175,.00145,,200,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000175,0,,20,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",0,0,,2,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001675,.0016,,199,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00285,.0016,,198,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00425,.000825,,197,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004375,.003325,,196,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004025,.000975,,195,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006025,.002475,,194,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001775,.0011,,193,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002725,.00055,,192,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0031,.000825,,191,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00325,.00185,,190,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000175,0,,19,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002575,.0028,,189,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005325,.0027,,188,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003675,.000675,,187,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00915,.00045,,186,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.01395,.00145,,185,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0022,.000325,,184,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00175,.002125,,183,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003375,.00065,,182,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003675,.001575,,181,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0053,.0009,,180,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,0,,18,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.019325,.000325,,179,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002375,.00075,,178,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002075,.000425,,177,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006125,.003675,,176,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0018,.001275,,175,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003225,.00035,,174,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00425,.000225,,173,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001475,.00065,,172,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001925,.000225,,171,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.007275,.000325,,170,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00015,0,,17,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00735,.000375,,169,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001575,.000375,,168,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001825,.00025,,167,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003675,.000225,,166,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001625,.000125,,165,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00525,.000375,,164,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.01855,.0003,,163,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001525,.000425,,162,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001775,.000225,,161,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00665,.000375,,160,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00025,0,,16,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001875,.00035,,159,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0017,.000225,,158,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0038,.0002,,157,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002,.000325,,156,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00165,.0003,,155,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00285,.000225,,154,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0017,.000075,,153,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001325,.000025,,152,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001975,.000175,,151,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003575,.000325,,150,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00015,0,,15,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001725,.00005,,149,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003175,0,,148,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004225,.0001,,147,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001225,.000175,,146,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0016,.00005,,145,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002575,.000025,,144,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001275,.000025,,143,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00255,.0001,,142,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0083,.000075,,141,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001425,.000025,,140,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00005,0,,14,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001675,.0001,,139,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.004675,.000075,,138,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00145,0,,137,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001425,0,,136,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0031,.00005,,135,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0016,.0001,,134,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0009,.000025,,133,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.006475,.00005,,132,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.005275,.000075,,131,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001325,.0001,,130,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,0,,13,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00185,.000025,,129,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0026,.000025,,128,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00115,.00005,,127,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.008925,.000025,,126,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.032125,.000025,,125,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0018,.00005,,124,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00285,0,,123,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.016275,.000075,,122,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001625,0,,121,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001975,.00005,,120,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0001,0,,12,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.008325,0,,119,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002225,.00005,,118,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00255,.000025,,117,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00795,.00005,,116,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002875,.00005,,115,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0016,0,,114,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0062,0,,113,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003825,0,,112,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002225,0,,111,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00425,.000075,,110,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000125,0,,11,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0036,0,,109,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00215,.00005,,108,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003325,.00005,,107,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003425,0,,106,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.001225,0,,105,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002125,0,,104,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00505,.000025,,103,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.003525,.000025,,102,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.00145,.000025,,101,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.002375,0,,100,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000125,0,,10,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.0002,0,,1,07:05:03 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",.000025,0,,0,07:05:03 26 Sep 2020,40000
